# Database of Chemicals                  
# commentline sstart with #'                 
# Comments must form continuous block at the beginning of the file          
# The last comment line is not really a comment. It containes the names        
# of the variables used in the code. The data has to start in the following line.     
#                     
#                     
# Parameters:                    
#                     
# ID : unique database identifier                
# T0 : standard temperature (K)                
# molmass : molecular mass (g/mol)                
# logKaw : partitioning coefficient air-water                
# logKow : partitioning coefficient octanol-water                
# logKoa : partitioning coefficient octanol-air                
# halflife_air (h)                   
# halflife_veg (h)                   
# halflife_freshwater (h)                   
# halflife_ocean (h)                   
# halflife_soil (h)                   
# halflife_sediment (h)                   
# DUoa : internal energy of phase change octanol-air (J/mol)            
# DUow : internal energy of phase change octanol-water (J/mol)            
# EA_air : activation energy in air (J/mol)              
# EA_veg : activation energy in vegetation (J/mol)              
# EA_freshwater : activation energy in freashwater (J/mol)              
# EA_ocean : activation energy in ocean water (J/mol)             
# EA_soil : activation energy in soil (J/mol)              
# EA_sediment : activation energy in sediment (J/mol)              
# notes : description                  
#                     
#ID Name T0 molmass logKaw logKow logKoa halflife_air halflife_veg halflife_freshwater halflife_ocean halflife_soil halflife_sediment DUoa DUow EA_air EA_veg EA_freshwater EA_ocean EA_soil EA_sediment notes
77 "23478-PCDF" 298.15 340.42 -3.35 6.58 10.34 550 1700 1700 1700 17000 55000 -102600 -49600 10000 20000 20000 20000 20000 20000 "Partitioning properties and internal energies of phase change from Aberg et al. J. Phys. Chem. Ref. Data, 37, 1997-2008, 2008.  Degradation half-lives selected based on Mackay degradation classes."
78 "123478-HxCDF" 298.15 374.86 -3.14 7.04 10.67 550 1700 1700 1700 17000 55000 -107700 -53700 10000 20000 20000 20000 20000 20000 "Partitioning properties and internal energies of phase change from Aberg et al. J. Phys. Chem. Ref. Data, 37, 1997-2008, 2008.  Degradation half-lives selected based on Mackay degradation classes."
79 "1234678-HpCDF" 298.15 409.31 -3.11 7.17 10.78 550 1700 1700 1700 17000 55000 -76500 -23700 10000 20000 20000 20000 20000 20000 "Partitioning properties and internal energies of phase change from Aberg et al. J. Phys. Chem. Ref. Data, 37, 1997-2008, 2008.  Degradation half-lives selected based on Mackay degradation classes."
80 "1234789-HpCDF" 298.15 409.31 -3.27 7.59 11.43 550 1700 1700 1700 17000 55000 -81000 -25500 10000 20000 20000 20000 20000 20000 "Partitioning properties and internal energies of phase change from Aberg et al. J. Phys. Chem. Ref. Data, 37, 1997-2008, 2008.  Degradation half-lives selected based on Mackay degradation classes."
81 "OCDF" 298.15 443.75 -3.24 8.02 11.91 550 5500 5500 5500 17000 55000 -83600 -26200 10000 20000 20000 20000 20000 20000 "Partitioning properties and internal energies of phase change from Aberg et al. J. Phys. Chem. Ref. Data, 37, 1997-2008, 2008.  Degradation half-lives selected based on Mackay degradation classes."
82 "Volcano Dust" 298.15 1000 -11 11 22 1e+22 1e+22 1e+22 1e+22 1e+22 1e+22 1 1 1 1 1 1 1 1 "Just for illustration."
83 "toxaphene" 298.15 413.8 -3.75 5.5 9.25 170 170 55000 55000 55000 55000 -61432 -24500 10000 20000 20000 20000 20000 20000 "As used in MacLeod et al. ET&C, 21, 1628 - 1637, 2002."
84 "carbon tetrachloride" 298.15 153.82 0.1 2.83 2.74 87504 6648 6648 6648 13296 13296 -32668.333984375 -20000 10000 20000 20000 20000 20000 20000 "Partitioning properties and degradation half-lives from Mueller-Herold (2005), as quoted in Gouin, Environmental Science & Policy, 13, 175-184, 2010.  Internal energies estimated from Trouton's Rule and defaults.  Acivation energies defaults."
85 "D5  :  decamethylcyclopentasiloxane" 298.15 370.77 3.13 8.03 5.07 240 1704 1704 1704 53520 53520 -53162.7265625 -20000 10000 20000 20000 20000 20000 20000 "Partitioning properties and degradation half-lives from Gouin, Environmental Science & Policy, 13, 175-184, 2010.  Internal energies estimated from Trouton's Rule and defaults.  Acivation energies defaults."
86 "Volatile Persistent" 298.15 100 4 0 -4 100000000000 100000000000 100000000000 100000000000 100000000000 100000000000 1 1 1 1 1 1 1 1 "A volatile persistent tracer."
87 "Volatile Tracer 10d half life" 298.15 100 4 0 -4 240 100000000000 100000000000 100000000000 100000000000 100000000000 1 1 1 1 1 1 1 1 "A volatile persistent tracer."
88 "Water borne tracer" 298.15 1000 -7 0 7 1e+22 1e+22 1e+22 1e+22 1e+22 1e+22 1 1 1 1 1 1 1 1 "Just for illustration."
89 "SW1" 298.15 300 -4.00 1.00 5.00 26280 26280 26280 876000 876000 876000 -80000 -20000 90000 90000 90000 90000 90000 90000 "Swimmer from Gouin et al."
90 "SW2" 298.15 300 -4.00 1.00 5.00 26280 26280 26280 876000 500 876000 -80000 -20000 90000 90000 90000 90000 90000 90000 "Swimmer with fast reaction in soil."
91 "SW3" 298.15 300 -4.00 1.00 5.00 26280 26280 26280 876000 876000 876000 0 0 0 0 0 0 0 0 "Swimmer without temperature dependence."
92 "SW4" 298.15 300 -4.00 1.00 5.00 26280 26280 26280 876000 876000 876000 -40000 -10000 45000 45000 45000 45000 45000 45000 "Swimmer with halved temperature dependence."
93 "Water borne tracer 2" 298.15 1000 -14 0 14 1e+22 1e+22 1e+22 1e+22 1e+22 1e+22 1 1 1 1 1 1 1 1 "Just for illustration."
94 "D5  :  decamethylcyclopentasiloxane" 298.15 370.8 3.13 8.07 4.94 165.6 1689.6 1689.6 1689.6 302.4 74400 -47900 40000 648 81000 81100 81100 81100 81100 "Data from Xu and Kropscott, 2012; Xu and Wania, 2012"
95 "D6  :  dodecamethylcyclohexasiloxane" 298.15 444.9 3.01 8.87 5.86 124.6 4896 4896 4896 9624 74400 -58500 33600 648 81000 81100 81100 81100 81100 "Data from Xu and Kropscott, 2012; Xu and Wania, 2012"
